"","Subject","Activity","tBodyAccJerk","tBodyGyro","tBodyGyroJerk","tBodyAccMag","tGravityAccMag","tBodyAccJerkMag","tBodyGyroMag","tBodyGyroJerkMag","fBodyAcc","fBodyAccJerk","fBodyGyro","fBodyAccMag","fBodyBodyAccJerkMag","fBodyBodyGyroMag","fBodyBodyGyroJerkMag"
"93",16,"WALKING_DOWNSTAIRS",-0.103265210791489,-0.239069705773759,-0.328269613184965,0.155131767112872,0.155131767112872,-0.122129349184043,-0.366067872021277,-0.593359425425532,-0.0210004972370922,-0.243098956531844,-0.472007661295745,0.0303091853148936,-0.083264122512234,-0.484096892744681,-0.611571477340425
"94",16,"SITTING",-0.480726879162246,-0.486457019438406,-0.528027316941546,-0.951465458405797,-0.951465458405797,-0.985544016594203,-0.942179893550725,-0.99035292942029,-0.963237761714976,-0.985509261135266,-0.967693131497585,-0.95046186542029,-0.983079595362319,-0.946462104710145,-0.988434742681159
"95",16,"STANDING",-0.480127449633271,-0.491289097135684,-0.528238228829915,-0.963621659807692,-0.963621659807692,-0.987983391217949,-0.968316973333333,-0.991829001730769,-0.970759398034188,-0.98738291775641,-0.97937459534188,-0.964128065,-0.986207702435898,-0.969511684102564,-0.990922615384615
"96",16,"LAYING",-0.478465442720369,-0.49429138922381,-0.527334890240714,-0.959865281285714,-0.959865281285714,-0.988120330071429,-0.955398567928571,-0.989525975857143,-0.964907652714286,-0.987121532571429,-0.978219824547619,-0.963066208571429,-0.987380842571429,-0.964612361428571,-0.988376839428571
"97",17,"WALKING",-0.144771734027596,-0.223046262698907,-0.28586460200929,-0.306494677295082,-0.306494677295082,-0.288383027704918,-0.428752300245902,-0.528437966065574,-0.238610483587896,-0.345980489179781,-0.446591498442623,-0.49727127557377,-0.273585375991803,-0.566969068196721,-0.551548669426229
"98",17,"WALKING_UPSTAIRS",-0.197442188242014,-0.208864454019021,-0.349967772256806,-0.0578419790395833,-0.0578419790395833,-0.374073174166667,-0.338014254608333,-0.6598395596875,-0.153804575469792,-0.450500155868056,-0.424241021458333,-0.183849406947917,-0.398841480520833,-0.500255768333333,-0.696582253020833
"99",17,"WALKING_DOWNSTAIRS",-0.141060286139239,-0.222939720847935,-0.307651559296304,0.120179389634348,0.120179389634348,-0.214104189030435,-0.292664522197283,-0.566322639347826,-0.090583815566413,-0.334813411785507,-0.429075816401812,-0.00190981225108696,-0.212609457859783,-0.419153723043478,-0.610374041956522
"100",17,"SITTING",-0.482396775779583,-0.496490100716927,-0.528421752809948,-0.96890626875,-0.96890626875,-0.9921306071875,-0.971293999609375,-0.9953907753125,-0.976017750677083,-0.991174221276042,-0.985774358229167,-0.96951321734375,-0.9908734384375,-0.97904007265625,-0.9944145440625
"101",17,"STANDING",-0.482223876402671,-0.494666221718632,-0.52860973025,-0.976506645641026,-0.976506645641026,-0.991053000897436,-0.977932706987179,-0.993022545512821,-0.978345755363248,-0.990066217692308,-0.984408076901709,-0.978236294423077,-0.98981744275641,-0.980777275128205,-0.992450621474359
"102",17,"LAYING",-0.476071409574577,-0.48834522415846,-0.525148044183099,-0.950639702323944,-0.950639702323944,-0.980867186619718,-0.960029310211268,-0.983790266126761,-0.95996009528169,-0.980745972511737,-0.974661932183099,-0.955044429014084,-0.979672275070423,-0.964519141971831,-0.982374482042254
"103",18,"WALKING",-0.20097157850119,-0.286521565066994,-0.35443385601869,-0.374127271696429,-0.374127271696429,-0.402343961696429,-0.554490619553571,-0.681538838035714,-0.365009316785714,-0.456406168065476,-0.577154292202381,-0.494974895535714,-0.429245618660714,-0.644619770446428,-0.740002348303571
"104",18,"WALKING_UPSTAIRS",-0.296701341027874,-0.257344807492529,-0.420084857274483,-0.32549394137931,-0.32549394137931,-0.590397134310345,-0.448583367068966,-0.80858890862069,-0.360339708505747,-0.641800211005747,-0.542778106321839,-0.436389998965517,-0.581203736810345,-0.593536862672414,-0.843552076551724
"105",18,"WALKING_DOWNSTAIRS",-0.236589021093636,-0.270981868527545,-0.371101346584545,-0.261733110336364,-0.261733110336364,-0.4245166886,-0.444509146527273,-0.722911296272727,-0.357092240757576,-0.510032414030303,-0.540581958069697,-0.293136484481818,-0.384981892881818,-0.569290173254545,-0.753833423372727
"106",18,"SITTING",-0.479904073093616,-0.49621784743655,-0.528116100148538,-0.982634718859649,-0.982634718859649,-0.99051446254386,-0.979503833859649,-0.994871176666667,-0.983048107953216,-0.988688709064327,-0.987129058654971,-0.983503809385965,-0.990725686929825,-0.98389393745614,-0.994887904649123
"107",18,"STANDING",-0.478193724144052,-0.488497676115297,-0.525332523972603,-0.972446520410959,-0.972446520410959,-0.985990289794521,-0.961401955616438,-0.988602810342466,-0.971723185,-0.984632853173516,-0.973030274817352,-0.975031249794521,-0.985632214931507,-0.965733025205479,-0.988684066986301
"108",18,"LAYING",-0.479441451255205,-0.496223428985128,-0.529595537246154,-0.986460392076923,-0.986460392076923,-0.988923908769231,-0.980650862307692,-0.992624088307692,-0.986164979410256,-0.98749726674359,-0.987667930897436,-0.987218448230769,-0.989129537538462,-0.982898966923077,-0.992319484615385
"109",19,"WALKING",0.0126210759439472,-0.0446480373809615,-0.0998712678698718,-0.0172876866352885,-0.0172876866352885,0.0725534345048077,0.0390993774423077,-0.218093728848077,-0.0240476134000641,-0.0227650086540064,-0.0568979359595513,-0.146283088217981,0.0253655171325,-0.118422223773077,-0.299295777923077
"110",19,"WALKING_UPSTAIRS",-0.0766344231604583,-0.130907381822917,-0.21611722516875,-0.080142817276125,-0.080142817276125,-0.1991251495,-0.1630086071,-0.4400954084125,-0.0820106155735833,-0.23300985217,-0.220162451435417,-0.22394113111,-0.3110312835075,-0.332986510175,-0.532736787625
"111",19,"WALKING_DOWNSTAIRS",0.150737072323504,0.0450369145106838,0.0255673542804701,0.529038350858974,0.529038350858974,0.442551233347436,0.327912920255128,0.0218415797833333,0.358366811572863,0.256467808106496,0.130825025501282,0.334750306589744,0.427375630738462,0.118008215976923,-0.0830795385384615
"112",19,"SITTING",-0.477019645548137,-0.481086072928699,-0.52730411319863,-0.956914861438356,-0.956914861438356,-0.985314580479452,-0.946360425890411,-0.987640800616438,-0.962851425342466,-0.98460440109589,-0.971202004360731,-0.957717427808219,-0.983719459726027,-0.957361592876712,-0.986071931575342
"113",19,"STANDING",-0.475810036824884,-0.482266972117534,-0.523398816659886,-0.961527513013699,-0.961527513013699,-0.981354880821918,-0.93984803630137,-0.984435532808219,-0.965146276780822,-0.98092351086758,-0.960802503744292,-0.966584949794521,-0.97915728109589,-0.947650839041096,-0.983382596164384
"114",19,"LAYING",-0.476499540818739,-0.489339633615752,-0.523389565093434,-0.964727147951807,-0.964727147951807,-0.982726313915663,-0.954585039638554,-0.982794004277108,-0.975721846084337,-0.982444023915663,-0.973230539718876,-0.968007087650602,-0.98003687626506,-0.961560374457831,-0.980609158915663
"115",20,"WALKING",-0.027432113901634,-0.0542060689984967,-0.130361674429412,-0.0587640556713333,-0.0587640556713333,-0.0109296792960784,0.0159210979147059,-0.172378700021569,-0.0131998687892157,-0.103515225482222,-0.10144778272866,-0.196733711126471,0.0117309611872549,-0.124108397982549,-0.176170550368824
"116",20,"WALKING_UPSTAIRS",-0.149070575673693,-0.0772222865542157,-0.223038788442778,-0.0947723471058824,-0.0947723471058824,-0.247527806058824,-0.115799865990196,-0.41366224245098,-0.112431802586405,-0.33939667221536,-0.155923453466993,-0.262625153745098,-0.247732029209804,-0.323788029323529,-0.476607495098039
"117",20,"WALKING_DOWNSTAIRS",-0.0260332142455556,-0.0309291904842222,-0.12420734690037,0.197243974688889,0.197243974688889,-0.00727569979477778,0.0316328499113333,-0.27188765198,0.126844314579185,-0.101534270241219,-0.0565065558366667,0.0760649609277778,0.0464148475888889,-0.126124045351111,-0.296662879251111
"118",20,"SITTING",-0.474544181821086,-0.486561996515152,-0.520025268870455,-0.945251035606061,-0.945251035606061,-0.975656224924242,-0.940322172727273,-0.979043213030303,-0.952992731969697,-0.976902435505051,-0.961857629015151,-0.944532341590909,-0.972164103409091,-0.948562412045455,-0.975667471060606
"119",20,"STANDING",-0.462026412564991,-0.452433948421233,-0.502504460419635,-0.91653947609589,-0.91653947609589,-0.947539635684931,-0.863679219452055,-0.937132644726027,-0.923906702465753,-0.952619223242009,-0.901618949429224,-0.919938737739726,-0.938016465068493,-0.864282510958904,-0.928412863767123
"120",20,"LAYING",-0.476496941997076,-0.487469172065931,-0.52612943467402,-0.950116285367647,-0.950116285367647,-0.982415880441176,-0.961300485220588,-0.98391440125,-0.967596268602941,-0.982393340147059,-0.97687673504902,-0.947360578411765,-0.9796303275,-0.967019078308823,-0.981552986764706
"121",21,"WALKING",-0.0840583414649135,-0.191431831729103,-0.236208547614744,-0.211582706846154,-0.211582706846154,-0.115993894208654,-0.346540039615385,-0.438650356923077,-0.169338299802244,-0.214087440046795,-0.366404904528846,-0.344708090038462,-0.0813416653144231,-0.460882712115385,-0.464460334423077
"122",21,"WALKING_UPSTAIRS",-0.189486727021986,-0.173635459729858,-0.317775853492731,-0.179759801320213,-0.179759801320213,-0.379615784755319,-0.294609361830851,-0.61282953106383,-0.162787873573759,-0.414847220322695,-0.34593399903227,-0.330626030425532,-0.416582778276596,-0.479388491617021,-0.664948079574468
"123",21,"WALKING_DOWNSTAIRS",-0.044554328358,-0.184534177036296,-0.274249650579259,0.255056801357778,0.255056801357778,0.00750488025111111,-0.286635174101111,-0.480979770444444,0.101381772327778,-0.132453383410148,-0.370471888622222,0.159511516243333,0.0878239671308889,-0.445441129333333,-0.531235891444444
"124",21,"SITTING",-0.477771363203096,-0.490635012547855,-0.526675708833871,-0.973364625352941,-0.973364625352941,-0.986234045117647,-0.968098087705882,-0.990304791294118,-0.974313257078431,-0.984932435372549,-0.980829572137255,-0.974638410117647,-0.986166954117647,-0.974933476823529,-0.990538238705882
"125",21,"STANDING",-0.472784153206807,-0.480719865070655,-0.520260115670581,-0.957847098146067,-0.957847098146067,-0.973185838426966,-0.947725776797753,-0.976505385955056,-0.959532272509363,-0.973560762097378,-0.959706819906367,-0.961166589269663,-0.971280206910112,-0.952243097640449,-0.97691669011236
"126",21,"LAYING",-0.476714145830648,-0.492521138907407,-0.524428486874259,-0.947391507333333,-0.947391507333333,-0.980676474666667,-0.949284019111111,-0.984081189222222,-0.956530540333333,-0.980501690648148,-0.970881196166667,-0.949109071055556,-0.978024501388889,-0.956042794,-0.982649216277778
"127",22,"WALKING",0.0085257348090942,-0.162347290686232,-0.222493316577899,-0.0446749376556522,-0.0446749376556522,0.0672264461478261,-0.300691863815217,-0.482552920652174,-0.0724535384717391,-0.0450749676165652,-0.306436890528985,-0.202778902266304,0.112129736863043,-0.451198925108696,-0.515175695978261
"128",22,"WALKING_UPSTAIRS",-0.0745021894051984,-0.163235226876746,-0.311781797504405,0.02576256675,0.02576256675,-0.0917170974976191,-0.1652950504,-0.621872446666667,0.0154368640142857,-0.205057008449881,-0.325527908896825,-0.210408366908333,-0.0985509359154762,-0.301962515785714,-0.688933268928571
"129",22,"WALKING_DOWNSTAIRS",-0.0395140299768519,-0.194279341510185,-0.239621309775278,0.232133350235833,0.232133350235833,-0.0258712804709722,-0.212627646770833,-0.538619513333333,0.0475630518009259,-0.151125127222685,-0.341258127425926,0.0490032991527778,-0.0480259975930556,-0.340140499097222,-0.640480978333333
"130",22,"SITTING",-0.47635576167578,-0.485456033854032,-0.523033445329301,-0.933251768953226,-0.933251768953226,-0.973940245403226,-0.937672959919355,-0.980989900564516,-0.946608239639785,-0.975792097688172,-0.960720420483871,-0.934938133459677,-0.967967286532258,-0.942757888548387,-0.977046781451613
"131",22,"STANDING",-0.471620428411746,-0.477719085871693,-0.51754814675582,-0.947336988174603,-0.947336988174603,-0.967350550952381,-0.916200429761905,-0.972344838809524,-0.95268414005291,-0.970654383888889,-0.949284267010582,-0.946391809126984,-0.958198918809524,-0.916143841031746,-0.966861262460317
"132",22,"LAYING",-0.47081492432581,-0.470029718095139,-0.523216349702963,-0.922200780229167,-0.922200780229167,-0.965509800555556,-0.925263969652778,-0.977959313680556,-0.938814349652778,-0.96754045375,-0.952723883194444,-0.921543121118056,-0.959145202986111,-0.934804099583333,-0.974714000902778
"133",23,"WALKING",-0.037903661135339,-0.0773225559820622,-0.107043971405876,-0.154433187196441,-0.154433187196441,-0.0469507009466102,0.075624812835678,0.130851872584407,-0.113770118826554,-0.134247680538983,-0.147218525303955,-0.250919073465254,-0.0319039017838983,0.0618008113118644,0.217226592581356
"134",23,"WALKING_UPSTAIRS",-0.162240495346732,-0.154067111659804,-0.306734292627124,-0.141823700748039,-0.141823700748039,-0.336926367254902,-0.261630069053235,-0.527821169607843,-0.0853169375053268,-0.385535403140523,-0.309665134242157,-0.320715152784314,-0.378646454833333,-0.425439934327451,-0.575687555784314
"135",23,"WALKING_DOWNSTAIRS",0.0393252509184877,-0.0764634140777778,-0.121095950798148,0.178787551023148,0.178787551023148,0.202534837857407,0.0465444192388889,0.00658953588425926,0.115269433600216,0.0154349100509259,-0.11493721630679,0.159718479218519,0.279745113916667,-0.0340523455509259,0.0174090431740741
"136",23,"SITTING",-0.475489582581605,-0.48988591223701,-0.524116800790686,-0.934522018088235,-0.934522018088235,-0.978022139852941,-0.936799762132353,-0.982870531985294,-0.949511542245098,-0.979810680392157,-0.964611637573529,-0.936463974264706,-0.973119241691176,-0.945487026911765,-0.979603124779412
"137",23,"STANDING",-0.475273827923436,-0.478125507418529,-0.520763815194853,-0.954441062279412,-0.954441062279412,-0.976741506838235,-0.931113429485294,-0.974393308897059,-0.960352581176471,-0.977666833210784,-0.953341798333333,-0.956638766764706,-0.974425921617647,-0.934694625588235,-0.973224251176471
"138",23,"LAYING",-0.477897948309514,-0.488379844126343,-0.526805609872917,-0.960415593680556,-0.960415593680556,-0.986847924444444,-0.953322793472222,-0.982936155138889,-0.971433522986111,-0.986698152777778,-0.975894064259259,-0.963106374305556,-0.986222952291667,-0.962632443055556,-0.981715997777778
"139",24,"WALKING",-0.200932277453736,-0.247845549958908,-0.291632074765517,-0.390523816293103,-0.390523816293103,-0.404773381810345,-0.483463684741379,-0.531923755862069,-0.333375598646552,-0.440914599968391,-0.484289067528736,-0.512442378793103,-0.410810515258621,-0.601270982844827,-0.569521061982759
"140",24,"WALKING_UPSTAIRS",-0.246646441428842,-0.235557386163842,-0.360747978208531,-0.266628646016949,-0.266628646016949,-0.464778155169492,-0.419182449983051,-0.648465991016949,-0.279681997108475,-0.525385835,-0.48718538200565,-0.364292183474576,-0.444724288305085,-0.556867992372881,-0.649995810338983
"141",24,"WALKING_DOWNSTAIRS",-0.121571749460242,-0.239438851972121,-0.253043150057576,-0.0481269142963636,-0.0481269142963636,-0.203304457427273,-0.334330341881818,-0.478156045363636,-0.162997652813091,-0.283354618312121,-0.447303430157576,-0.0992309356692727,-0.141792814131364,-0.422222978454545,-0.476240206
"142",24,"SITTING",-0.478805855027115,-0.49465591942549,-0.526410805939951,-0.966379419852941,-0.966379419852941,-0.985487139264706,-0.9669452075,-0.991015477720588,-0.969965866078431,-0.984484055220588,-0.979926560539216,-0.967378646764706,-0.985041841470588,-0.973539809926471,-0.990893904705882
"143",24,"STANDING",-0.474003644820266,-0.486331176792029,-0.522533989229952,-0.948981014710145,-0.948981014710145,-0.975364648478261,-0.953811686449275,-0.98119149384058,-0.955680083961353,-0.975823219589372,-0.966578745386473,-0.954794322246377,-0.972723432391304,-0.95916474557971,-0.980437168913043
"144",24,"LAYING",-0.477512061481111,-0.487140614055556,-0.525632751113426,-0.970604438333333,-0.970604438333333,-0.984567598958333,-0.955810723680556,-0.980719988055555,-0.976025922824074,-0.984189923055556,-0.974980759837963,-0.972117046041667,-0.983196600277778,-0.962685234027778,-0.979346860902778
"145",25,"WALKING",-0.265584969558041,-0.26314776121232,-0.360119030817005,-0.485445448040541,-0.485445448040541,-0.540580743581081,-0.442085893716216,-0.717749306959459,-0.431145124706982,-0.566942696418919,-0.538234436711712,-0.599493749324324,-0.541797795945946,-0.54599774804054,-0.763843337905405
"146",25,"WALKING_UPSTAIRS",-0.338610625278538,-0.240180585795821,-0.414749001820256,-0.392889424461538,-0.392889424461538,-0.676836951692308,-0.353194407979231,-0.800994664692308,-0.386665571492308,-0.710191804205128,-0.520081626515385,-0.532013927384615,-0.679114401615385,-0.476883231361538,-0.831732459076923
"147",25,"WALKING_DOWNSTAIRS",-0.25089070305431,-0.209338674432414,-0.345623586692701,-0.239786922267241,-0.239786922267241,-0.491730130603448,-0.299121743490517,-0.672159788275862,-0.325676671242241,-0.541866048235632,-0.425776510537356,-0.323795933810345,-0.486933439827586,-0.454735455887931,-0.690033345172414
"148",25,"SITTING",-0.48023538308118,-0.494744289320513,-0.526552775677949,-0.965206375769231,-0.965206375769231,-0.988928473692308,-0.968603922153846,-0.992315526538462,-0.970726129333333,-0.987956081051282,-0.982031333435897,-0.964507630461538,-0.987780313307692,-0.974836405461538,-0.991900630615385
"149",25,"STANDING",-0.478668328772255,-0.488223833015991,-0.523979199150676,-0.970369610743243,-0.970369610743243,-0.983642076081081,-0.963480858581081,-0.984161400405405,-0.972190906013514,-0.982843133626126,-0.97342369954955,-0.971279526824324,-0.982188742905405,-0.965031448243243,-0.983558383108108
"150",25,"LAYING",-0.466865825328014,-0.444253783261187,-0.517866470615639,-0.604866272020548,-0.604866272020548,-0.962046480616438,-0.832852957534246,-0.969046392534247,-0.799887246677854,-0.96316956869863,-0.916730491210046,-0.712917592630137,-0.961842180136986,-0.880394167123288,-0.969354778219178
"151",26,"WALKING",-0.151513576021667,-0.2375924864,-0.28071184789209,-0.322623742864407,-0.322623742864407,-0.285054389576271,-0.465210655084746,-0.557933748983051,-0.287728405353107,-0.346830078310734,-0.465938131497175,-0.458510354915254,-0.281153403305085,-0.580696914830509,-0.616195689661017
"152",26,"WALKING_UPSTAIRS",-0.217116617331545,-0.246811487800606,-0.332194865842061,-0.146790803090909,-0.146790803090909,-0.369497620545455,-0.429229728909091,-0.654964753363636,-0.252590871796061,-0.473580770724242,-0.489767359606061,-0.220896305322727,-0.344342911545455,-0.562858389090909,-0.671713478636364
"153",26,"WALKING_DOWNSTAIRS",-0.0835674086510033,-0.1942807028183,-0.210761021790767,0.130690531401,0.130690531401,-0.130080111358,-0.265736457253,-0.4409603027,-0.0768709018943333,-0.219349956482333,-0.353436929883333,0.040425560641,-0.110556552546,-0.36375029986,-0.480849066
"154",26,"SITTING",-0.482152998166752,-0.496814916760684,-0.527667782146962,-0.94334138875641,-0.94334138875641,-0.990442273717949,-0.959397484102564,-0.994249826666667,-0.960953027008547,-0.989604310064103,-0.978563776944444,-0.943499371429487,-0.989501607820513,-0.970057261153846,-0.994097608653846
"155",26,"STANDING",-0.478631870574099,-0.49184784941982,-0.524790548944369,-0.965604496756757,-0.965604496756757,-0.984805733310811,-0.965663770540541,-0.986399308851351,-0.970861787792793,-0.984579443288288,-0.977020504391892,-0.967257274864865,-0.982003101081081,-0.96765035722973,-0.984538125810811
"156",26,"LAYING",-0.478769772715535,-0.482318052807895,-0.531113097861842,-0.970570116381579,-0.970570116381579,-0.989536276842105,-0.958770208355263,-0.991057667236842,-0.979665485065789,-0.988611103881579,-0.980322758925439,-0.967922872894737,-0.988519823881579,-0.970222199144737,-0.990029463157895
"157",27,"WALKING",-0.128694974630848,-0.231783523182982,-0.29584131522426,-0.323104831140351,-0.323104831140351,-0.248319744824561,-0.439545554736842,-0.590652914035088,-0.28939527128655,-0.292158916802632,-0.470344170467836,-0.438811005350877,-0.269833017587719,-0.533169925263158,-0.631265291929825
"158",27,"WALKING_UPSTAIRS",-0.243737069515033,-0.212028038249477,-0.381896103446765,-0.270269071127451,-0.270269071127451,-0.471838994607843,-0.393960573022549,-0.712283128137255,-0.269405205513072,-0.52338382248366,-0.480770452869281,-0.431318335784314,-0.466890918333333,-0.565501852803922,-0.735447058333333
"159",27,"WALKING_DOWNSTAIRS",-0.075276414982197,-0.187804519512992,-0.239742229044697,0.1146238303625,0.1146238303625,-0.0770289764534091,-0.236367648188636,-0.453177059842045,-0.0841858689890151,-0.208110816308333,-0.357580675973106,0.0393022274011364,-0.0513841904829545,-0.378548960170455,-0.485304571113636
"160",27,"SITTING",-0.481366300637214,-0.496635927660476,-0.527137760892857,-0.974504171785714,-0.974504171785714,-0.989333858928571,-0.967173803357143,-0.993073770142857,-0.976758618785714,-0.988303968976191,-0.982635831,-0.972825881785714,-0.988652460285714,-0.975005543571429,-0.992179020285714
"161",27,"STANDING",-0.477496510989044,-0.492706238880208,-0.525720402843333,-0.9695567009375,-0.9695567009375,-0.9847533549375,-0.9671981453125,-0.9891759439375,-0.971967737395833,-0.983862076520833,-0.978321439583333,-0.97035764375,-0.9835869618125,-0.9704628679375,-0.988998787375
"162",27,"LAYING",-0.478787682162995,-0.491348002657613,-0.530245402497027,-0.980505914189189,-0.980505914189189,-0.9884797725,-0.969416663648649,-0.993919678513514,-0.983228594527027,-0.987244103828829,-0.98425958018018,-0.980842678378378,-0.988136881081081,-0.975848452364865,-0.993558038986486
"163",28,"WALKING",-0.164193674222839,-0.20853275484929,-0.280538816781173,-0.28668002015,-0.28668002015,-0.344836541851852,-0.385643803555556,-0.563054976388889,-0.25966328935679,-0.381559747483333,-0.41426436732716,-0.431865256111111,-0.398542233055556,-0.515706999444444,-0.59251841712963
"164",28,"WALKING_UPSTAIRS",-0.196881743327288,-0.198643574884314,-0.332251098613399,-0.199084585215686,-0.199084585215686,-0.356724293235294,-0.370169313698039,-0.645205959215686,-0.258731689392157,-0.445316258339869,-0.414421647593464,-0.274072766792157,-0.334464661696078,-0.531511213235294,-0.683679288431372
"165",28,"WALKING_DOWNSTAIRS",-0.0507359221949275,-0.138311377532207,-0.181005547880978,0.119912390256522,0.119912390256522,-0.0563216444532609,-0.146365234357609,-0.3737748205,-0.0410816209136956,-0.165518767608333,-0.247759514656884,0.0573907050097826,-0.050621117551087,-0.293129315319565,-0.430721479347826
"166",28,"SITTING",-0.470479119908333,-0.484482013106944,-0.521327840513194,-0.951786205972222,-0.951786205972222,-0.971788006458333,-0.953120775555556,-0.979827538819444,-0.956047707361111,-0.972165096921296,-0.964567572268519,-0.953104774236111,-0.970001011527778,-0.956915908819444,-0.978930619444444
"167",28,"STANDING",-0.465071567518312,-0.460373500565338,-0.509298678110274,-0.921564992911392,-0.921564992911392,-0.956810189493671,-0.885580007658228,-0.957973749620253,-0.925465129873418,-0.958445010189873,-0.918348256877637,-0.926501818797468,-0.953845460253165,-0.894056049177215,-0.957371000696203
"168",28,"LAYING",-0.473648200836325,-0.483138661905833,-0.519364078374583,-0.956343129875,-0.956343129875,-0.975883994875,-0.9330239173125,-0.9739967739375,-0.9599304425625,-0.9777023371875,-0.959291776854167,-0.9592998031875,-0.9728861885625,-0.93794668675,-0.9705752018125
"169",29,"WALKING",-0.108864890626667,-0.202522559974874,-0.280349837156887,-0.179108201478302,-0.179108201478302,-0.186633975518868,-0.319693682075472,-0.559232527641509,-0.184381865858962,-0.280793547115094,-0.405594478628616,-0.314470405518868,-0.139242352858491,-0.422987341981132,-0.623584419245283
"170",29,"WALKING_UPSTAIRS",-0.195528165017551,-0.104384486983027,-0.336200214253741,-0.016563001227551,-0.016563001227551,-0.299405004540816,-0.0180424238032653,-0.665093560714286,-0.107259271136156,-0.435050650160884,-0.259401540329252,-0.132150079430612,-0.259845801612245,-0.215772683393878,-0.726959369591837
"171",29,"WALKING_DOWNSTAIRS",-0.0883022803657292,-0.17065879987533,-0.266426286635243,0.119093157927083,0.119093157927083,-0.0847034808291667,-0.195188953623958,-0.568115752604167,-0.0818736655218056,-0.218924110480208,-0.323655100229514,0.0414435785177083,-0.0396612680903125,-0.352242228486771,-0.6116273040625
"172",29,"SITTING",-0.480675428013833,-0.500866332949444,-0.527306900405,-0.973653669166667,-0.973653669166667,-0.9906257685,-0.966977678416667,-0.995148826083333,-0.975739823472222,-0.989326425027778,-0.983926081638889,-0.972282275833333,-0.989958306583333,-0.975640399416667,-0.9949025385
"173",29,"STANDING",-0.480072698711895,-0.49478059796359,-0.527230953197436,-0.983245515923077,-0.983245515923077,-0.990640554538462,-0.978008002923077,-0.991799165538461,-0.982691988666667,-0.989282674410256,-0.983874558435897,-0.983397905384615,-0.990060913615385,-0.978409225846154,-0.991594415153846
"174",29,"LAYING",-0.48146918583529,-0.489436622179952,-0.532443782509662,-0.984032672173913,-0.984032672173913,-0.993686142318841,-0.974481858043478,-0.997494299202899,-0.987604451763285,-0.991615095772947,-0.987792533888889,-0.984200214492754,-0.99418247173913,-0.980340193985507,-0.997601309927536
"175",30,"WALKING",-0.180503793624872,-0.0985663786251282,-0.271310597702359,-0.277506722253846,-0.277506722253846,-0.352931367384615,-0.144904905519308,-0.509523001076923,-0.251420941174359,-0.406027240928205,-0.223186630531051,-0.406108283923077,-0.356858775653846,-0.344943048461538,-0.563100898923077
"176",30,"WALKING_UPSTAIRS",-0.3023382178,-0.131584952313385,-0.385029748009487,-0.232519336544462,-0.232519336544462,-0.579218903,-0.1414509508,-0.746609676769231,-0.232474760045744,-0.639757905102564,-0.314165199380513,-0.397548217307692,-0.565331511923077,-0.30031150673,-0.782661938461539
"177",30,"WALKING_DOWNSTAIRS",-0.13656134953414,-0.150163255292231,-0.303513234923118,-0.0254836165645968,-0.0254836165645968,-0.209510993067742,-0.151902431283065,-0.59599954,-0.129680895332312,-0.317059069691129,-0.296751273170081,-0.0872168314625,-0.12954285249016,-0.304567114960726,-0.631541378225806
"178",30,"SITTING",-0.47907813449328,-0.493276563173387,-0.526561441642581,-0.950194344032258,-0.950194344032258,-0.986928347822581,-0.958244306048387,-0.992508806612903,-0.961464387446237,-0.986008393655914,-0.974969343091398,-0.951733560322581,-0.985560645,-0.966695110080645,-0.991348553306452
"179",30,"STANDING",-0.46756850654885,-0.466224071779096,-0.515770410283051,-0.923572008135593,-0.923572008135593,-0.960993730677966,-0.900569100847458,-0.964495472881356,-0.933810849576271,-0.965799755367232,-0.93092243980226,-0.926890341864407,-0.949998731440678,-0.903160822627119,-0.957125364661017
"180",30,"LAYING",-0.473736325647833,-0.486279215380952,-0.524206732132619,-0.964998945785714,-0.964998945785714,-0.974437555142857,-0.956774681071429,-0.980631778,-0.967146354119048,-0.976547183309524,-0.969893089571429,-0.963446315571429,-0.969018523785714,-0.957322824142857,-0.976651442142857
